Cause_of_death,Location,FIPS,Year,Mortality_rate
"Diarrhea, lower respiratory",Iowa,19.0,1980,38.27
"Diarrhea, lower respiratory",Kansas,20.0,1980,36.10
"Diarrhea, lower respiratory",Kentucky,21.0,1980,42.87
"Diarrhea, lower respiratory",Louisiana,22.0,1980,34.15
"Diarrhea, lower respiratory",Maine,23.0,1980,34.69
"Diarrhea, lower respiratory",Maryland,24.0,1980,37.08
"Diarrhea, lower respiratory",Massachusetts,25.0,1980,48.60
"Diarrhea, lower respiratory",Michigan,26.0,1980,35.15
"Diarrhea, lower respiratory",Minnesota,27.0,1980,38.87
"Diarrhea, lower respiratory",Mississippi,28.0,1980,35.91
"Diarrhea, lower respiratory",Missouri,29.0,1980,38.74
"Diarrhea, lower respiratory",Montana,30.0,1980,40.13
"Diarrhea, lower respiratory",Nebraska,31.0,1980,38.19
"Diarrhea, lower respiratory",Nevada,32.0,1980,38.56
"Diarrhea, lower respiratory",New Hampshire,33.0,1980,35.73
"Diarrhea, lower respiratory",New Jersey,34.0,1980,37.52
"Diarrhea, lower respiratory",New Mexico,35.0,1980,39.30
"Diarrhea, lower respiratory",New York,36.0,1980,45.00
"Diarrhea, lower respiratory",North Carolina,37.0,1980,40.40
"Diarrhea, lower respiratory",North Dakota,38.0,1980,34.40
"Diarrhea, lower respiratory",Ohio,39.0,1980,35.76
"Diarrhea, lower respiratory",Oklahoma,40.0,1980,39.21
"Diarrhea, lower respiratory",Oregon,41.0,1980,38.37
"Diarrhea, lower respiratory",Pennsylvania,42.0,1980,36.39
"Diarrhea, lower respiratory",Rhode Island,44.0,1980,29.55
"Diarrhea, lower respiratory",South Carolina,45.0,1980,38.67
"Diarrhea, lower respiratory",South Dakota,46.0,1980,38.97
"Diarrhea, lower respiratory",Tennessee,47.0,1980,38.09
"Diarrhea, lower respiratory",Texas,48.0,1980,36.79
"Diarrhea, lower respiratory",Utah,49.0,1980,40.84
"Diarrhea, lower respiratory",Vermont,50.0,1980,42.58
"Diarrhea, lower respiratory",Virginia,51.0,1980,42.92
"Diarrhea, lower respiratory",Washington,53.0,1980,39.30
"Diarrhea, lower respiratory",West Virginia,54.0,1980,36.51
"Diarrhea, lower respiratory",Wisconsin,55.0,1980,34.99
"Diarrhea, lower respiratory",Wyoming,56.0,1980,41.64
"Diarrhea, lower respiratory",United States,,1985,38.94
"Diarrhea, lower respiratory",Alabama,1.0,1985,37.66
"Diarrhea, lower respiratory",Alaska,2.0,1985,39.00
"Diarrhea, lower respiratory",Arizona,4.0,1985,36.46
"Diarrhea, lower respiratory",Arkansas,5.0,1985,39.74
"Diarrhea, lower respiratory",California,6.0,1985,44.00
"Diarrhea, lower respiratory",Colorado,8.0,1985,43.82
"Diarrhea, lower respiratory",Connecticut,9.0,1985,39.97
"Diarrhea, lower respiratory",Delaware,10.0,1985,35.55
"Diarrhea, lower respiratory",District of Columbia,11.0,1985,56.75
"Diarrhea, lower respiratory",Florida,12.0,1985,26.65
"Diarrhea, lower respiratory",Georgia,13.0,1985,44.44
"Diarrhea, lower respiratory",Hawaii,15.0,1985,37.30
"Diarrhea, lower respiratory",Idaho,16.0,1985,37.84
"Diarrhea, lower respiratory",Illinois,17.0,1985,39.39
"Diarrhea, lower respiratory",Indiana,18.0,1985,35.16
"Diarrhea, lower respiratory",Iowa,19.0,1985,38.28
"Diarrhea, lower respiratory",Kansas,20.0,1985,36.62
"Diarrhea, lower respiratory",Kentucky,21.0,1985,44.11
"Diarrhea, lower respiratory",Louisiana,22.0,1985,36.86
"Diarrhea, lower respiratory",Maine,23.0,1985,35.38
"Diarrhea, lower respiratory",Maryland,24.0,1985,38.90
"Diarrhea, lower respiratory",Massachusetts,25.0,1985,45.45
"Diarrhea, lower respiratory",Michigan,26.0,1985,35.93
"Diarrhea, lower respiratory",Minnesota,27.0,1985,37.20
"Diarrhea, lower respiratory",Mississippi,28.0,1985,38.38
"Diarrhea, lower respiratory",Missouri,29.0,1985,40.36
"Diarrhea, lower respiratory",Montana,30.0,1985,38.80
"Diarrhea, lower respiratory",Nebraska,31.0,1985,39.64
"Diarrhea, lower respiratory",Nevada,32.0,1985,39.33
"Diarrhea, lower respiratory",New Hampshire,33.0,1985,34.38
"Diarrhea, lower respiratory",New Jersey,34.0,1985,39.80
"Diarrhea, lower respiratory",New Mexico,35.0,1985,38.23
"Diarrhea, lower respiratory",New York,36.0,1985,43.78
"Diarrhea, lower respiratory",North Carolina,37.0,1985,41.25
"Diarrhea, lower respiratory",North Dakota,38.0,1985,34.05
"Diarrhea, lower respiratory",Ohio,39.0,1985,35.90
"Diarrhea, lower respiratory",Oklahoma,40.0,1985,40.40
"Diarrhea, lower respiratory",Oregon,41.0,1985,36.24
"Diarrhea, lower respiratory",Pennsylvania,42.0,1985,36.71
"Diarrhea, lower respiratory",Rhode Island,44.0,1985,32.38
"Diarrhea, lower respiratory",South Carolina,45.0,1985,39.30
"Diarrhea, lower respiratory",South Dakota,46.0,1985,39.34
"Diarrhea, lower respiratory",Tennessee,47.0,1985,40.38
"Diarrhea, lower respiratory",Texas,48.0,1985,37.95
"Diarrhea, lower respiratory",Utah,49.0,1985,39.95
"Diarrhea, lower respiratory",Vermont,50.0,1985,39.60
"Diarrhea, lower respiratory",Virginia,51.0,1985,43.45
"Diarrhea, lower respiratory",Washington,53.0,1985,37.22
"Diarrhea, lower respiratory",West Virginia,54.0,1985,38.45
"Diarrhea, lower respiratory",Wisconsin,55.0,1985,35.65
"Diarrhea, lower respiratory",Wyoming,56.0,1985,42.18
"Diarrhea, lower respiratory",United States,,1990,39.34
"Diarrhea, lower respiratory",Alabama,1.0,1990,39.11
"Diarrhea, lower respiratory",Alaska,2.0,1990,36.47
"Diarrhea, lower respiratory",Arizona,4.0,1990,37.67
"Diarrhea, lower respiratory",Arkansas,5.0,1990,42.06
"Diarrhea, lower respiratory",California,6.0,1990,44.93
"Diarrhea, lower respiratory",Colorado,8.0,1990,42.42
"Diarrhea, lower respiratory",Connecticut,9.0,1990,40.73
"Diarrhea, lower respiratory",Delaware,10.0,1990,34.42
"Diarrhea, lower respiratory",District of Columbia,11.0,1990,53.12
"Diarrhea, lower respiratory",Florida,12.0,1990,25.38
"Diarrhea, lower respiratory",Georgia,13.0,1990,45.40
"Diarrhea, lower respiratory",Hawaii,15.0,1990,37.58
"Diarrhea, lower respiratory",Idaho,16.0,1990,36.71
"Diarrhea, lower respiratory",Illinois,17.0,1990,41.70
"Diarrhea, lower respiratory",Indiana,18.0,1990,36.77
"Diarrhea, lower respiratory",Iowa,19.0,1990,37.75
"Diarrhea, lower respiratory",Kansas,20.0,1990,37.78
"Diarrhea, lower respiratory",Kentucky,21.0,1990,44.53
"Diarrhea, lower respiratory",Louisiana,22.0,1990,38.19
"Diarrhea, lower respiratory",Maine,23.0,1990,34.96
"Diarrhea, lower respiratory",Maryland,24.0,1990,39.78
"Diarrhea, lower respiratory",Massachusetts,25.0,1990,43.38
"Diarrhea, lower respiratory",Michigan,26.0,1990,37.32
"Diarrhea, lower respiratory",Minnesota,27.0,1990,35.58
"Diarrhea, lower respiratory",Mississippi,28.0,1990,41.22
"Diarrhea, lower respiratory",Missouri,29.0,1990,40.74
"Diarrhea, lower respiratory",Montana,30.0,1990,37.35
"Diarrhea, lower respiratory",Nebraska,31.0,1990,37.48
"Diarrhea, lower respiratory",Nevada,32.0,1990,39.01
"Diarrhea, lower respiratory",New Hampshire,33.0,1990,32.75
"Diarrhea, lower respiratory",New Jersey,34.0,1990,41.09
"Diarrhea, lower respiratory",New Mexico,35.0,1990,36.67
"Diarrhea, lower respiratory",New York,36.0,1990,47.99
"Diarrhea, lower respiratory",North Carolina,37.0,1990,40.53
"Diarrhea, lower respiratory",North Dakota,38.0,1990,33.50
"Diarrhea, lower respiratory",Ohio,39.0,1990,35.71
"Diarrhea, lower respiratory",Oklahoma,40.0,1990,42.60
"Diarrhea, lower respiratory",Oregon,41.0,1990,34.37
"Diarrhea, lower respiratory",Pennsylvania,42.0,1990,36.68
"Diarrhea, lower respiratory",Rhode Island,44.0,1990,32.04
"Diarrhea, lower respiratory",South Carolina,45.0,1990,37.66
"Diarrhea, lower respiratory",South Dakota,46.0,1990,38.24
"Diarrhea, lower respiratory",Tennessee,47.0,1990,41.30
"Diarrhea, lower respiratory",Texas,48.0,1990,37.96
"Diarrhea, lower respiratory",Utah,49.0,1990,38.30
"Diarrhea, lower respiratory",Vermont,50.0,1990,38.19
"Diarrhea, lower respiratory",Virginia,51.0,1990,43.82
"Diarrhea, lower respiratory",Washington,53.0,1990,34.98
"Diarrhea, lower respiratory",West Virginia,54.0,1990,40.30
"Diarrhea, lower respiratory",Wisconsin,55.0,1990,35.53
"Diarrhea, lower respiratory",Wyoming,56.0,1990,41.63
"Diarrhea, lower respiratory",United States,,1995,39.42
"Diarrhea, lower respiratory",Alabama,1.0,1995,42.84
"Diarrhea, lower respiratory",Alaska,2.0,1995,33.83
"Diarrhea, lower respiratory",Arizona,4.0,1995,34.49
"Diarrhea, lower respiratory",Arkansas,5.0,1995,44.38
"Diarrhea, lower respiratory",California,6.0,1995,43.49
"Diarrhea, lower respiratory",Colorado,8.0,1995,38.60
"Diarrhea, lower respiratory",Connecticut,9.0,1995,40.30
"Diarrhea, lower respiratory",Delaware,10.0,1995,38.34
"Diarrhea, lower respiratory",District of Columbia,11.0,1995,54.54
"Diarrhea, lower respiratory",Florida,12.0,1995,25.63
"Diarrhea, lower respiratory",Georgia,13.0,1995,46.08
"Diarrhea, lower respiratory",Hawaii,15.0,1995,37.78
"Diarrhea, lower respiratory",Idaho,16.0,1995,36.06
"Diarrhea, lower respiratory",Illinois,17.0,1995,42.00
"Diarrhea, lower respiratory",Indiana,18.0,1995,38.57
"Diarrhea, lower respiratory",Iowa,19.0,1995,37.88
"Diarrhea, lower respiratory",Kansas,20.0,1995,39.02
"Diarrhea, lower respiratory",Kentucky,21.0,1995,46.68
"Diarrhea, lower respiratory",Louisiana,22.0,1995,40.43
"Diarrhea, lower respiratory",Maine,23.0,1995,35.33
"Diarrhea, lower respiratory",Maryland,24.0,1995,43.33
"Diarrhea, lower respiratory",Massachusetts,25.0,1995,48.12
"Diarrhea, lower respiratory",Michigan,26.0,1995,36.91
"Diarrhea, lower respiratory",Minnesota,27.0,1995,34.70
"Diarrhea, lower respiratory",Mississippi,28.0,1995,44.26
"Diarrhea, lower respiratory",Missouri,29.0,1995,43.53
"Diarrhea, lower respiratory",Montana,30.0,1995,37.36
"Diarrhea, lower respiratory",Nebraska,31.0,1995,36.81
"Diarrhea, lower respiratory",Nevada,32.0,1995,39.95
"Diarrhea, lower respiratory",New Hampshire,33.0,1995,31.76
"Diarrhea, lower respiratory",New Jersey,34.0,1995,40.45
"Diarrhea, lower respiratory",New Mexico,35.0,1995,36.78
"Diarrhea, lower respiratory",New York,36.0,1995,44.67
"Diarrhea, lower respiratory",North Carolina,37.0,1995,42.24
"Diarrhea, lower respiratory",North Dakota,38.0,1995,33.50
"Diarrhea, lower respiratory",Ohio,39.0,1995,37.82
"Diarrhea, lower respiratory",Oklahoma,40.0,1995,43.73
"Diarrhea, lower respiratory",Oregon,41.0,1995,31.62
"Diarrhea, lower respiratory",Pennsylvania,42.0,1995,38.16
"Diarrhea, lower respiratory",Rhode Island,44.0,1995,33.00
"Diarrhea, lower respiratory",South Carolina,45.0,1995,38.61
"Diarrhea, lower respiratory",South Dakota,46.0,1995,38.09
"Diarrhea, lower respiratory",Tennessee,47.0,1995,43.71
"Diarrhea, lower respiratory",Texas,48.0,1995,35.77
"Diarrhea, lower respiratory",Utah,49.0,1995,41.06
"Diarrhea, lower respiratory",Vermont,50.0,1995,35.53
"Diarrhea, lower respiratory",Virginia,51.0,1995,45.13
"Diarrhea, lower respiratory",Washington,53.0,1995,33.64
"Diarrhea, lower respiratory",West Virginia,54.0,1995,41.26
"Diarrhea, lower respiratory",Wisconsin,55.0,1995,35.60
"Diarrhea, lower respiratory",Wyoming,56.0,1995,41.88
"Diarrhea, lower respiratory",United States,,2000,36.57
"Diarrhea, lower respiratory",Alabama,1.0,2000,43.20
"Diarrhea, lower respiratory",Alaska,2.0,2000,28.28
"Diarrhea, lower respiratory",Arizona,4.0,2000,32.69
"Diarrhea, lower respiratory",Arkansas,5.0,2000,44.40
"Diarrhea, lower respiratory",California,6.0,2000,34.82
"Diarrhea, lower respiratory",Colorado,8.0,2000,31.66
"Diarrhea, lower respiratory",Connecticut,9.0,2000,37.73
"Diarrhea, lower respiratory",Delaware,10.0,2000,40.93
"Diarrhea, lower respiratory",District of Columbia,11.0,2000,43.42
"Diarrhea, lower respiratory",Florida,12.0,2000,24.22
"Diarrhea, lower respiratory",Georgia,13.0,2000,46.30
"Diarrhea, lower respiratory",Hawaii,15.0,2000,32.48
"Diarrhea, lower respiratory",Idaho,16.0,2000,32.39
"Diarrhea, lower respiratory",Illinois,17.0,2000,40.68
"Diarrhea, lower respiratory",Indiana,18.0,2000,36.11
"Diarrhea, lower respiratory",Iowa,19.0,2000,34.58
"Diarrhea, lower respiratory",Kansas,20.0,2000,37.02
"Diarrhea, lower respiratory",Kentucky,21.0,2000,45.15
"Diarrhea, lower respiratory",Louisiana,22.0,2000,42.39
"Diarrhea, lower respiratory",Maine,23.0,2000,33.39
"Diarrhea, lower respiratory",Maryland,24.0,2000,43.10
"Diarrhea, lower respiratory",Massachusetts,25.0,2000,43.10
"Diarrhea, lower respiratory",Michigan,26.0,2000,34.49
"Diarrhea, lower respiratory",Minnesota,27.0,2000,28.01
"Diarrhea, lower respiratory",Mississippi,28.0,2000,45.51
"Diarrhea, lower respiratory",Missouri,29.0,2000,40.89
"Diarrhea, lower respiratory",Montana,30.0,2000,32.72
"Diarrhea, lower respiratory",Nebraska,31.0,2000,33.07
"Diarrhea, lower respiratory",Nevada,32.0,2000,40.88
"Diarrhea, lower respiratory",New Hampshire,33.0,2000,28.87
"Diarrhea, lower respiratory",New Jersey,34.0,2000,39.47
"Diarrhea, lower respiratory",New Mexico,35.0,2000,33.01
"Diarrhea, lower respiratory",New York,36.0,2000,39.74
"Diarrhea, lower respiratory",North Carolina,37.0,2000,41.02
"Diarrhea, lower respiratory",North Dakota,38.0,2000,30.41
"Diarrhea, lower respiratory",Ohio,39.0,2000,36.15
"Diarrhea, lower respiratory",Oklahoma,40.0,2000,40.54
"Diarrhea, lower respiratory",Oregon,41.0,2000,26.75
"Diarrhea, lower respiratory",Pennsylvania,42.0,2000,37.57
"Diarrhea, lower respiratory",Rhode Island,44.0,2000,36.57
"Diarrhea, lower respiratory",South Carolina,45.0,2000,36.85
"Diarrhea, lower respiratory",South Dakota,46.0,2000,34.17
"Diarrhea, lower respiratory",Tennessee,47.0,2000,43.21
"Diarrhea, lower respiratory",Texas,48.0,2000,35.64
"Diarrhea, lower respiratory",Utah,49.0,2000,35.54
"Diarrhea, lower respiratory",Vermont,50.0,2000,30.22
"Diarrhea, lower respiratory",Virginia,51.0,2000,43.15
"Diarrhea, lower respiratory",Washington,53.0,2000,27.86
"Diarrhea, lower respiratory",West Virginia,54.0,2000,40.54
"Diarrhea, lower respiratory",Wisconsin,55.0,2000,32.02
"Diarrhea, lower respiratory",Wyoming,56.0,2000,38.77
"Diarrhea, lower respiratory",United States,,2005,33.23
"Diarrhea, lower respiratory",Alabama,1.0,2005,40.62
"Diarrhea, lower respiratory",Alaska,2.0,2005,23.99
"Diarrhea, lower respiratory",Arizona,4.0,2005,30.42
"Diarrhea, lower respiratory",Arkansas,5.0,2005,43.29
"Diarrhea, lower respiratory",California,6.0,2005,29.38
"Diarrhea, lower respiratory",Colorado,8.0,2005,28.81
"Diarrhea, lower respiratory",Connecticut,9.0,2005,36.18
"Diarrhea, lower respiratory",Delaware,10.0,2005,34.78
"Diarrhea, lower respiratory",District of Columbia,11.0,2005,39.62
"Diarrhea, lower respiratory",Florida,12.0,2005,21.98
"Diarrhea, lower respiratory",Georgia,13.0,2005,41.65
"Diarrhea, lower respiratory",Hawaii,15.0,2005,29.16
"Diarrhea, lower respiratory",Idaho,16.0,2005,27.85
"Diarrhea, lower respiratory",Illinois,17.0,2005,37.38
"Diarrhea, lower respiratory",Indiana,18.0,2005,34.19
"Diarrhea, lower respiratory",Iowa,19.0,2005,30.53
"Diarrhea, lower respiratory",Kansas,20.0,2005,34.55
"Diarrhea, lower respiratory",Kentucky,21.0,2005,40.50
"Diarrhea, lower respiratory",Louisiana,22.0,2005,41.08
"Diarrhea, lower respiratory",Maine,23.0,2005,31.79
"Diarrhea, lower respiratory",Maryland,24.0,2005,40.38
"Diarrhea, lower respiratory",Massachusetts,25.0,2005,39.21
"Diarrhea, lower respiratory",Michigan,26.0,2005,30.04
"Diarrhea, lower respiratory",Minnesota,27.0,2005,23.97
"Diarrhea, lower respiratory",Mississippi,28.0,2005,43.66
"Diarrhea, lower respiratory",Missouri,29.0,2005,37.52
"Diarrhea, lower respiratory",Montana,30.0,2005,29.29
"Diarrhea, lower respiratory",Nebraska,31.0,2005,29.00
"Diarrhea, lower respiratory",Nevada,32.0,2005,40.46
"Diarrhea, lower respiratory",New Hampshire,33.0,2005,28.18
"Diarrhea, lower respiratory",New Jersey,34.0,2005,34.95
"Diarrhea, lower respiratory",New Mexico,35.0,2005,30.04
"Diarrhea, lower respiratory",New York,36.0,2005,36.48
"Diarrhea, lower respiratory",North Carolina,37.0,2005,37.20
"Diarrhea, lower respiratory",North Dakota,38.0,2005,27.32
"Diarrhea, lower respiratory",Ohio,39.0,2005,34.07
"Diarrhea, lower respiratory",Oklahoma,40.0,2005,37.98
"Diarrhea, lower respiratory",Oregon,41.0,2005,22.64
"Diarrhea, lower respiratory",Pennsylvania,42.0,2005,35.59
"Diarrhea, lower respiratory",Rhode Island,44.0,2005,31.40
"Diarrhea, lower respiratory",South Carolina,45.0,2005,34.47
"Diarrhea, lower respiratory",South Dakota,46.0,2005,30.96
"Diarrhea, lower respiratory",Tennessee,47.0,2005,39.32
"Diarrhea, lower respiratory",Texas,48.0,2005,33.34
"Diarrhea, lower respiratory",Utah,49.0,2005,30.97
"Diarrhea, lower respiratory",Vermont,50.0,2005,25.54
"Diarrhea, lower respiratory",Virginia,51.0,2005,39.16
"Diarrhea, lower respiratory",Washington,53.0,2005,23.71
"Diarrhea, lower respiratory",West Virginia,54.0,2005,38.39
"Diarrhea, lower respiratory",Wisconsin,55.0,2005,28.93
"Diarrhea, lower respiratory",Wyoming,56.0,2005,34.58
"Diarrhea, lower respiratory",United States,,2010,30.39
"Diarrhea, lower respiratory",Alabama,1.0,2010,39.60
"Diarrhea, lower respiratory",Alaska,2.0,2010,20.70
"Diarrhea, lower respiratory",Arizona,4.0,2010,24.24
"Diarrhea, lower respiratory",Arkansas,5.0,2010,39.99
"Diarrhea, lower respiratory",California,6.0,2010,25.38
"Diarrhea, lower respiratory",Colorado,8.0,2010,25.79
"Diarrhea, lower respiratory",Connecticut,9.0,2010,32.05
"Diarrhea, lower respiratory",Delaware,10.0,2010,31.32
"Diarrhea, lower respiratory",District of Columbia,11.0,2010,31.44
"Diarrhea, lower respiratory",Florida,12.0,2010,20.43
"Diarrhea, lower respiratory",Georgia,13.0,2010,38.92
"Diarrhea, lower respiratory",Hawaii,15.0,2010,29.05
"Diarrhea, lower respiratory",Idaho,16.0,2010,23.78
"Diarrhea, lower respiratory",Illinois,17.0,2010,34.66
"Diarrhea, lower respiratory",Indiana,18.0,2010,32.63
"Diarrhea, lower respiratory",Iowa,19.0,2010,27.07
"Diarrhea, lower respiratory",Kansas,20.0,2010,31.72
"Diarrhea, lower respiratory",Kentucky,21.0,2010,38.86
"Diarrhea, lower respiratory",Louisiana,22.0,2010,39.14
"Diarrhea, lower respiratory",Maine,23.0,2010,27.68
"Diarrhea, lower respiratory",Maryland,24.0,2010,36.15
"Diarrhea, lower respiratory",Massachusetts,25.0,2010,33.61
"Diarrhea, lower respiratory",Michigan,26.0,2010,27.44
"Diarrhea, lower respiratory",Minnesota,27.0,2010,20.52
"Diarrhea, lower respiratory",Mississippi,28.0,2010,41.89
"Diarrhea, lower respiratory",Missouri,29.0,2010,34.18
"Diarrhea, lower respiratory",Montana,30.0,2010,25.76
"Diarrhea, lower respiratory",Nebraska,31.0,2010,25.51
"Diarrhea, lower respiratory",Nevada,32.0,2010,36.41
"Diarrhea, lower respiratory",New Hampshire,33.0,2010,24.59
"Diarrhea, lower respiratory",New Jersey,34.0,2010,31.47
"Diarrhea, lower respiratory",New Mexico,35.0,2010,27.18
"Diarrhea, lower respiratory",New York,36.0,2010,34.81
"Diarrhea, lower respiratory",North Carolina,37.0,2010,34.69
"Diarrhea, lower respiratory",North Dakota,38.0,2010,24.27
"Diarrhea, lower respiratory",Ohio,39.0,2010,31.65
"Diarrhea, lower respiratory",Oklahoma,40.0,2010,34.71
"Diarrhea, lower respiratory",Oregon,41.0,2010,19.53
"Diarrhea, lower respiratory",Pennsylvania,42.0,2010,32.48
"Diarrhea, lower respiratory",Rhode Island,44.0,2010,33.77
"Diarrhea, lower respiratory",South Carolina,45.0,2010,31.92
"Diarrhea, lower respiratory",South Dakota,46.0,2010,27.34
"Diarrhea, lower respiratory",Tennessee,47.0,2010,37.22
"Diarrhea, lower respiratory",Texas,48.0,2010,31.85
"Diarrhea, lower respiratory",Utah,49.0,2010,29.80
"Diarrhea, lower respiratory",Vermont,50.0,2010,21.26
"Diarrhea, lower respiratory",Virginia,51.0,2010,36.45
"Diarrhea, lower respiratory",Washington,53.0,2010,20.83
"Diarrhea, lower respiratory",West Virginia,54.0,2010,36.41
"Diarrhea, lower respiratory",Wisconsin,55.0,2010,25.44
"Diarrhea, lower respiratory",Wyoming,56.0,2010,31.09
"Diarrhea, lower respiratory",United States,,2014,30.03
"Diarrhea, lower respiratory",Alabama,1.0,2014,40.77
"Diarrhea, lower respiratory",Alaska,2.0,2014,19.95
"Diarrhea, lower respiratory",Arizona,4.0,2014,21.39
"Diarrhea, lower respiratory",Arkansas,5.0,2014,41.57
"Diarrhea, lower respiratory",California,6.0,2014,23.48
"Diarrhea, lower respiratory",Colorado,8.0,2014,25.79
"Diarrhea, lower respiratory",Connecticut,9.0,2014,31.75
"Diarrhea, lower respiratory",Delaware,10.0,2014,31.37
"Diarrhea, lower respiratory",District of Columbia,11.0,2014,27.13
"Diarrhea, lower respiratory",Florida,12.0,2014,20.16
"Diarrhea, lower respiratory",Georgia,13.0,2014,38.01
"Diarrhea, lower respiratory",Hawaii,15.0,2014,32.43
"Diarrhea, lower respiratory",Idaho,16.0,2014,22.59
"Diarrhea, lower respiratory",Illinois,17.0,2014,33.78
"Diarrhea, lower respiratory",Indiana,18.0,2014,33.11
"Diarrhea, lower respiratory",Iowa,19.0,2014,27.17
"Diarrhea, lower respiratory",Kansas,20.0,2014,32.55
"Diarrhea, lower respiratory",Kentucky,21.0,2014,40.12
"Diarrhea, lower respiratory",Louisiana,22.0,2014,40.22
"Diarrhea, lower respiratory",Maine,23.0,2014,27.93
"Diarrhea, lower respiratory",Maryland,24.0,2014,35.61
"Diarrhea, lower respiratory",Massachusetts,25.0,2014,32.99
"Diarrhea, lower respiratory",Michigan,26.0,2014,28.42
"Diarrhea, lower respiratory",Minnesota,27.0,2014,19.84
"Diarrhea, lower respiratory",Mississippi,28.0,2014,43.87
"Diarrhea, lower respiratory",Missouri,29.0,2014,34.49
"Diarrhea, lower respiratory",Montana,30.0,2014,25.05
"Diarrhea, lower respiratory",Nebraska,31.0,2014,25.41
"Diarrhea, lower respiratory",Nevada,32.0,2014,35.64
"Diarrhea, lower respiratory",New Hampshire,33.0,2014,24.10
"Diarrhea, lower respiratory",New Jersey,34.0,2014,31.33
"Diarrhea, lower respiratory",New Mexico,35.0,2014,27.45
"Diarrhea, lower respiratory",New York,36.0,2014,33.33
"Diarrhea, lower respiratory",North Carolina,37.0,2014,35.03
"Diarrhea, lower respiratory",North Dakota,38.0,2014,24.62
"Diarrhea, lower respiratory",Ohio,39.0,2014,32.84
"Diarrhea, lower respiratory",Oklahoma,40.0,2014,34.78
"Diarrhea, lower respiratory",Oregon,41.0,2014,18.70
"Diarrhea, lower respiratory",Pennsylvania,42.0,2014,32.64
"Diarrhea, lower respiratory",Rhode Island,44.0,2014,29.17
"Diarrhea, lower respiratory",South Carolina,45.0,2014,31.80
"Diarrhea, lower respiratory",South Dakota,46.0,2014,26.79
"Diarrhea, lower respiratory",Tennessee,47.0,2014,38.01
"Diarrhea, lower respiratory",Texas,48.0,2014,32.19
"Diarrhea, lower respiratory",Utah,49.0,2014,28.58
"Diarrhea, lower respiratory",Vermont,50.0,2014,20.24
"Diarrhea, lower respiratory",Virginia,51.0,2014,36.28
"Diarrhea, lower respiratory",Washington,53.0,2014,20.55
"Diarrhea, lower respiratory",West Virginia,54.0,2014,37.83
"Diarrhea, lower respiratory",Wisconsin,55.0,2014,25.55
"Diarrhea, lower respiratory",Wyoming,56.0,2014,30.86
Neglected tropical diseases,United States,,1980,0.04
Neglected tropical diseases,Alabama,1.0,1980,0.05
Neglected tropical diseases,Alaska,2.0,1980,0.09
Neglected tropical diseases,Arizona,4.0,1980,0.04
Neglected tropical diseases,Arkansas,5.0,1980,0.06
Neglected tropical diseases,California,6.0,1980,0.05
Neglected tropical diseases,Colorado,8.0,1980,0.05
Neglected tropical diseases,Connecticut,9.0,1980,0.03
Neglected tropical diseases,Delaware,10.0,1980,0.03
Neglected tropical diseases,District of Columbia,11.0,1980,0.06
Neglected tropical diseases,Florida,12.0,1980,0.03
Neglected tropical diseases,Georgia,13.0,1980,0.04
Neglected tropical diseases,Hawaii,15.0,1980,0.25
Neglected tropical diseases,Idaho,16.0,1980,0.04
Neglected tropical diseases,Illinois,17.0,1980,0.03
Neglected tropical diseases,Indiana,18.0,1980,0.03
Neglected tropical diseases,Iowa,19.0,1980,0.03
Neglected tropical diseases,Kansas,20.0,1980,0.04
Neglected tropical diseases,Kentucky,21.0,1980,0.04
Neglected tropical diseases,Louisiana,22.0,1980,0.07
Neglected tropical diseases,Maine,23.0,1980,0.04
Neglected tropical diseases,Maryland,24.0,1980,0.03
Neglected tropical diseases,Massachusetts,25.0,1980,0.03
Neglected tropical diseases,Michigan,26.0,1980,0.03
Neglected tropical diseases,Minnesota,27.0,1980,0.04
Neglected tropical diseases,Mississippi,28.0,1980,0.07
Neglected tropical diseases,Missouri,29.0,1980,0.04
Neglected tropical diseases,Montana,30.0,1980,0.05
Neglected tropical diseases,Nebraska,31.0,1980,0.05
Neglected tropical diseases,Nevada,32.0,1980,0.04
Neglected tropical diseases,New Hampshire,33.0,1980,0.03
